vehicle_type,make,model,year,vehicle_age_years,mileage,fuel_type,transmission,engine_size_cc,severity_level,symptoms,symptom_count,probable_cause,repair_type,estimated_cost_min_mad,estimated_cost_max_mad
car,Toyota,RAV4,2008,16,83494,hybrid,automatic,1000,high,"engine overheating, coolant level dropping, sweet smell from engine bay",3,Radiator pinhole leak,Fix coolant leak,1301,2386
car,Peugeot,Expert,2011,13,273197,hybrid,manual,1400,low,"suspension noise, clunking when turning",2,Ball joint wear,Replace ball joint,1338,2341
truck,Ford,Focus,2014,10,225953,diesel,manual,5000,high,"difficulty changing gears, gear slipping",2,Gearbox bearing wear,Repair gearbox,8774,16295
car,Mercedes,Vito,2006,18,49385,petrol,automatic,1200,medium,"brake pedal vibration, brake pedal feels soft, noise when braking",3,Worn brake pads,Replace brake pads,1059,1942
car,Ford,Focus,2005,19,282567,hybrid,automatic,1800,low,"brake pedal vibration, noise when braking",2,Worn brake pads,Replace brake pads,1088,1994
car,BMW,X5,2013,11,155247,hybrid,automatic,2200,high,"burning smell, car pulls to one side, noise when braking",3,Caliper hydraulic leak,Replace brake caliper,2521,4538
car,Dacia,Logan,2013,11,131872,petrol,automatic,2200,medium,"noise when braking, brake pedal vibration, vehicle wanders on road",3,Disc surface wear,Replace brake discs,2159,3598
car,Kia,Carnival,2018,6,152702,petrol,automatic,2500,high,"rough idle, engine overheating, loss of power, white smoke from exhaust",4,Overheating damage to gasket,Replace head gasket,9801,17151
bus,Mercedes,A-Class,2014,10,340724,hybrid,manual,7000,low,"dim headlights, difficulty starting, battery warning light",3,Dead battery,Replace battery,1100,1833
car,Kia,Sportage,2013,11,8186,petrol,automatic,1600,medium,"clunking when turning, suspension noise, vehicle wanders on road",3,Ball joint socket failure,Replace ball joint,1151,2015
bus,Mercedes,E-Class,2010,14,25454,petrol,manual,7000,low,"rough idle, high fuel consumption",2,Fouled spark plugs,Replace spark plugs,349,698
moto,Honda,CBR600,2017,7,138964,diesel,manual,125,medium,"check engine light, loss of power",2,Timing belt wear,Replace timing belt,2192,3879
car,Peugeot,208,2016,8,304060,diesel,automatic,1400,low,"engine overheating, high fuel consumption",2,Stuck thermostat,Replace thermostat,775,1378
truck,Isuzu,N-Series,2007,17,256303,diesel,manual,6000,medium,"rough idle, high fuel consumption, engine stalls",3,Injector seal failure,Replace fuel injectors,2319,4406
truck,Ford,Ranger,2021,3,296339,diesel,automatic,6000,medium,"vehicle wanders on road, noise when braking",2,Disc surface wear,Replace brake discs,2285,3809
car,BMW,Serie 5,2005,19,30121,petrol,automatic,1000,high,"brake pedal vibration, noise when braking",2,Warped brake disc,Replace brake discs,2611,4351
car,Ford,Kuga,2010,14,175399,petrol,automatic,1400,critical,"rough idle, engine overheating, white smoke from exhaust",3,Overheating damage to gasket,Replace head gasket,13110,22943
moto,Honda,CBR600,2015,9,165661,hybrid,automatic,250,high,"electrical accessories failing, difficulty starting, dim headlights, battery warning light",4,Alternator belt wear,Replace alternator,2977,5210
car,Peugeot,Expert,2021,3,110655,diesel,manual,2000,medium,"burning smell, oil stain under vehicle",2,Oil pan seal failure,Fix oil leak,1187,2225
bus,Isuzu,N-Series,2013,11,85104,diesel,manual,5000,low,suspension noise,1,Ball joint wear,Replace ball joint,968,1694
moto,Yamaha,R3,2011,13,47002,diesel,manual,250,medium,"loss of power, rough idle",2,Timing belt tensioner failure,Replace timing belt,2043,3615
truck,Isuzu,Forward,2008,16,157607,petrol,automatic,5000,high,"engine knocking noise, loss of power",2,Timing belt wear,Replace timing belt,3074,5439
moto,Yamaha,FZ6,2021,3,166182,petrol,automatic,250,medium,"car pulls to one side, noise when braking, brake pedal feels soft",3,Seized caliper,Replace brake caliper,1668,3003
moto,Honda,CB500,2006,18,128194,hybrid,manual,400,medium,"difficulty starting, high fuel consumption, engine stalls, loss of power",4,Spark plug electrode wear,Replace spark plugs,571,1142
car,Volkswagen,Golf,2010,14,120889,petrol,manual,2200,low,"engine overheating, difficulty starting",2,Thermostat valve failure,Replace thermostat,648,1153
truck,Isuzu,N-Series,2005,19,120802,diesel,manual,6000,low,"vehicle wanders on road, suspension noise",2,Worn shock absorbers,Replace shock absorbers,1515,2616
car,Ford,Ranger,2011,13,191865,petrol,automatic,2500,low,"difficulty starting, battery warning light, check engine light",3,Dead battery,Replace battery,940,1566
truck,Mercedes,Vito,2007,17,290072,petrol,manual,5000,critical,"check engine light, rough idle",2,O2 sensor contamination,Replace oxygen sensor,2378,4360
car,Mercedes,A-Class,2010,14,88514,hybrid,automatic,1000,critical,"burning smell, car pulls to one side, brake pedal feels soft, noise when braking",4,Seized caliper,Replace brake caliper,3144,5660
moto,Honda,CB500,2022,2,200098,diesel,manual,125,high,"loss of power, engine stalls, rough idle",3,Spark plug electrode wear,Replace spark plugs,641,1283
car,Renault,Symbol,2023,1,148697,petrol,manual,2500,medium,"coolant level dropping, white smoke from exhaust, rough idle",3,Blown head gasket,Replace head gasket,6592,11537
car,Hyundai,i10,2016,8,139562,petrol,manual,1000,medium,noise when braking,1,Brake pad degradation,Replace brake pads,1028,1885
moto,Yamaha,R3,2017,7,163420,hybrid,automatic,400,high,"difficulty starting, battery warning light",2,Battery cell failure,Replace battery,1339,2232
car,Peugeot,208,2005,19,177020,petrol,manual,1800,high,AC not cooling well,1,AC gas leak,Refill AC refrigerant,814,1493
car,BMW,Serie 1,2024,0,154580,hybrid,manual,1800,high,"car pulls to one side, burning smell, brake pedal feels soft",3,Caliper hydraulic leak,Replace brake caliper,2084,3752
moto,Yamaha,MT-07,2017,7,142688,petrol,manual,250,medium,"clutch slipping, transmission jerking, difficulty changing gears",3,Worn clutch disc,Replace clutch kit,3650,6387
car,Toyota,RAV4,2023,1,173115,diesel,automatic,1600,critical,"coolant level dropping, sweet smell from engine bay, coolant overflow, engine overheating",4,Radiator pinhole leak,Fix coolant leak,1727,3167
car,Kia,Rio,2010,14,122793,diesel,automatic,1000,medium,"high fuel consumption, engine stalls, rough idle, loss of power",4,Spark plug electrode wear,Replace spark plugs,566,1133
car,Volkswagen,Polo,2024,0,52352,diesel,automatic,1000,high,battery warning light,1,Battery cell failure,Replace battery,1121,1868
moto,Yamaha,R3,2010,14,275936,diesel,automatic,600,low,"difficulty changing gears, clutch slipping",2,Clutch pressure plate failure,Replace clutch kit,3611,6320
car,Renault,Kangoo,2006,18,217559,petrol,manual,2200,high,"difficulty starting, loss of power, rough idle",3,Spark plug electrode wear,Replace spark plugs,819,1638
car,Toyota,Yaris,2014,10,267386,hybrid,manual,1800,medium,"difficulty starting, battery warning light",2,Battery cell failure,Replace battery,1266,2111
truck,Ford,Ranger,2006,18,214512,hybrid,automatic,3000,low,"oil stain under vehicle, low oil level warning",2,Oil pan seal failure,Fix oil leak,1399,2623
car,Hyundai,Tucson,2010,14,104751,hybrid,automatic,1400,critical,"white smoke from exhaust, coolant level dropping, coolant overflow, engine overheating",4,Radiator crack,Replace radiator,3880,6566
car,Peugeot,208,2011,13,257237,hybrid,manual,1000,low,"burning smell, AC making noise, AC not cooling well",3,AC compressor failure,Replace AC compressor,4057,7303
bus,Volvo,FM,2011,13,136334,diesel,manual,7000,critical,"engine overheating, coolant level dropping, coolant overflow",3,Radiator corrosion,Replace radiator,4203,7113
truck,Ford,Focus,2020,4,53511,petrol,automatic,4000,medium,"black smoke from exhaust, rough idle, fuel smell",3,Injector seal failure,Replace fuel injectors,1481,2815
truck,Ford,Ranger,2020,4,30998,hybrid,manual,5000,low,"burning smell, car pulls to one side",2,Caliper hydraulic leak,Replace brake caliper,1115,2008
car,Kia,Carnival,2005,19,323449,diesel,manual,2000,critical,"coolant level dropping, white smoke from exhaust, rough idle",3,Blown head gasket,Replace head gasket,15613,27323
moto,Yamaha,MT-07,2006,18,129391,hybrid,manual,250,medium,"brake pedal vibration, vehicle wanders on road, noise when braking",3,Disc surface wear,Replace brake discs,2378,3964
car,Peugeot,308,2009,15,211213,hybrid,manual,1400,low,"coolant overflow, sweet smell from engine bay",2,Cracked coolant hose,Fix coolant leak,928,1701
car,Volkswagen,Polo,2013,11,17409,petrol,manual,1600,medium,"burning smell, car pulls to one side, brake pedal feels soft",3,Caliper hydraulic leak,Replace brake caliper,1630,2934
bus,Isuzu,D-Max,2016,8,210874,petrol,automatic,7000,high,"suspension noise, clunking when turning, vehicle wanders on road",3,Ball joint wear,Replace ball joint,2153,3769
car,Toyota,RAV4,2023,1,52247,hybrid,automatic,2500,low,"black smoke from exhaust, high fuel consumption, check engine light",3,Failed O2 sensor,Replace oxygen sensor,691,1268
car,Kia,Cerato,2019,5,300513,diesel,automatic,1200,high,rough idle,1,Fouled spark plugs,Replace spark plugs,757,1515
moto,Honda,CB500,2014,10,317541,petrol,automatic,600,medium,fuel smell,1,Injector seal failure,Replace fuel injectors,2205,4191
truck,Mercedes,A-Class,2017,7,291312,diesel,manual,6000,medium,"AC making noise, AC not cooling well",2,Compressor clutch wear,Replace AC compressor,4849,8729
moto,Honda,CRF,2007,17,120993,hybrid,manual,125,low,"coolant level dropping, engine overheating, coolant overflow, sweet smell from engine bay",4,Cracked coolant hose,Fix coolant leak,804,1474
truck,Isuzu,NPR,2020,4,64431,petrol,automatic,5000,critical,"electrical accessories failing, battery warning light, dim headlights",3,Alternator failure,Replace alternator,3191,5585
moto,Yamaha,XT660,2013,11,84644,hybrid,manual,600,high,"loss of power, gear slipping, difficulty changing gears",3,Gearbox bearing wear,Repair gearbox,7389,13723
car,Kia,Cerato,2020,4,222026,hybrid,automatic,1400,high,"noise when braking, brake pedal vibration, brake pedal feels soft",3,Worn brake pads,Replace brake pads,1437,2635
truck,Mercedes,E-Class,2022,2,232252,hybrid,manual,5000,medium,"loss of power, noise when braking, brake pedal vibration",3,Disc surface wear,Replace brake discs,2102,3504
truck,Ford,Kuga,2006,18,174178,hybrid,manual,6000,critical,"loss of power, white smoke from exhaust, engine overheating, coolant level dropping",4,Overheating damage to gasket,Replace head gasket,12904,22582
truck,Ford,Kuga,2006,18,184072,petrol,manual,3000,critical,"check engine light, black smoke from exhaust, high fuel consumption",3,Failed O2 sensor,Replace oxygen sensor,2210,4052
car,BMW,Serie 5,2016,8,298752,petrol,manual,2000,high,"battery warning light, dim headlights",2,Dead battery,Replace battery,1804,3007
moto,Yamaha,MT-07,2009,15,92444,hybrid,manual,250,medium,"high fuel consumption, engine overheating",2,Stuck thermostat,Replace thermostat,752,1337
car,BMW,X3,2024,0,285272,petrol,automatic,1600,high,"difficulty starting, rough idle, engine stalls",3,Spark plug electrode wear,Replace spark plugs,744,1488
car,BMW,Serie 3,2023,1,315075,hybrid,manual,2200,high,"high fuel consumption, fuel smell",2,Clogged fuel injector,Replace fuel injectors,2491,4734
car,Toyota,Corolla,2023,1,274020,hybrid,automatic,1400,high,"rough idle, loss of power, difficulty starting",3,Fouled spark plugs,Replace spark plugs,765,1531
truck,Isuzu,Forward,2013,11,8303,diesel,automatic,4000,high,"loss of power, engine overheating, white smoke from exhaust, rough idle",4,Blown head gasket,Replace head gasket,7416,12978
car,Ford,Ranger,2008,16,288208,petrol,automatic,1400,low,"car pulls to one side, noise when braking",2,Seized caliper,Replace brake caliper,1815,3268
car,Mercedes,C-Class,2015,9,264207,diesel,automatic,1400,low,AC not cooling well,1,AC gas leak,Refill AC refrigerant,458,841
car,Ford,Ranger,2017,7,83249,hybrid,manual,2000,high,"vehicle wanders on road, noise when braking",2,Warped brake disc,Replace brake discs,2622,4371
car,Renault,Duster,2009,15,162415,diesel,automatic,1600,high,"rough idle, difficulty starting, high fuel consumption",3,Thermostat valve failure,Replace thermostat,1171,2082
bus,Volvo,9700,2024,0,84057,hybrid,manual,5000,medium,"loss of power, check engine light, engine knocking noise, rough idle",4,Timing belt tensioner failure,Replace timing belt,1856,3283
truck,Ford,Focus,2013,11,232716,hybrid,manual,3500,critical,"suspension noise, excessive bouncing",2,Worn shock absorbers,Replace shock absorbers,3917,6767
car,Kia,Cerato,2010,14,273170,diesel,manual,2000,critical,"brake pedal vibration, noise when braking",2,Disc surface wear,Replace brake discs,4818,8030
car,Hyundai,i10,2006,18,207394,diesel,automatic,2200,low,"high fuel consumption, AC not cooling well",2,Low refrigerant,Refill AC refrigerant,498,914
truck,Isuzu,N-Series,2023,1,263335,petrol,manual,6000,low,"burning smell, clutch slipping",2,Clutch pressure plate failure,Replace clutch kit,2687,4702
moto,Yamaha,NMAX,2008,16,315089,hybrid,automatic,250,medium,"white smoke from exhaust, rough idle, engine overheating",3,Overheating damage to gasket,Replace head gasket,9339,16344
car,Toyota,Corolla,2016,8,68693,petrol,automatic,1400,high,"fuel smell, high fuel consumption, engine stalls, rough idle",4,Clogged fuel injector,Replace fuel injectors,1962,3728
car,Hyundai,Santa Fe,2022,2,6236,petrol,manual,1400,critical,"brake pedal feels soft, burning smell, car pulls to one side",3,Seized caliper,Replace brake caliper,2322,4180
car,Ford,Fiesta,2013,11,111548,hybrid,manual,1400,high,dim headlights,1,Alternator failure,Replace alternator,2669,4671
car,Dacia,Lodgy,2017,7,120507,diesel,manual,1400,critical,clutch slipping,1,Clutch pressure plate failure,Replace clutch kit,5541,9698
moto,Honda,PCX,2006,18,320289,diesel,automatic,250,high,AC not cooling well,1,AC gas leak,Refill AC refrigerant,890,1633
car,Volkswagen,Tiguan,2013,11,40817,hybrid,manual,1400,medium,"check engine light, engine knocking noise, loss of power",3,Timing belt tensioner failure,Replace timing belt,2134,3776
car,Hyundai,i30,2005,19,93627,diesel,manual,1200,low,"engine knocking noise, oil stain under vehicle, burning smell, low oil level warning",4,Valve cover gasket leak,Fix oil leak,1154,2163
truck,Mercedes,E-Class,2020,4,56603,diesel,manual,3500,medium,"coolant overflow, coolant level dropping, engine overheating",3,Radiator pinhole leak,Fix coolant leak,838,1538
moto,Yamaha,FZ6,2011,13,338946,petrol,automatic,250,medium,coolant overflow,1,Radiator corrosion,Replace radiator,3300,5585
car,Hyundai,Santa Fe,2011,13,213673,hybrid,automatic,1400,high,engine overheating,1,Radiator crack,Replace radiator,3363,5691
car,Mercedes,Sprinter,2020,4,228343,petrol,manual,2200,medium,"AC not cooling well, AC making noise, burning smell",3,Compressor clutch wear,Replace AC compressor,4650,8371
moto,Honda,Forza,2016,8,196968,hybrid,automatic,700,medium,engine overheating,1,Thermostat valve failure,Replace thermostat,829,1474
car,Peugeot,208,2021,3,317579,hybrid,automatic,1800,high,"rough idle, loss of power, engine stalls, difficulty starting",4,Fouled spark plugs,Replace spark plugs,865,1731
bus,Isuzu,Forward,2007,17,36141,diesel,automatic,8000,medium,"engine knocking noise, oil stain under vehicle, burning smell, low oil level warning",4,Valve cover gasket leak,Fix oil leak,1300,2438
car,Mercedes,C-Class,2007,17,284478,diesel,manual,1000,medium,"burning smell, brake pedal feels soft, car pulls to one side, noise when braking",4,Seized caliper,Replace brake caliper,2326,4188
car,Toyota,RAV4,2021,3,162517,diesel,manual,1000,critical,"transmission jerking, gear slipping, difficulty changing gears",3,Gearbox synchronizer failure,Repair gearbox,9839,18274
car,Kia,Sportage,2011,13,153618,petrol,automatic,1400,medium,"high fuel consumption, check engine light",2,Failed O2 sensor,Replace oxygen sensor,1203,2205
car,Volkswagen,Polo,2020,4,142537,diesel,automatic,1600,low,"battery warning light, difficulty starting",2,Dead battery,Replace battery,716,1194
bus,Isuzu,NPR,2024,0,300491,hybrid,manual,7000,critical,"brake pedal feels soft, brake pedal vibration, noise when braking",3,Worn brake pads,Replace brake pads,2074,3803
moto,Honda,Forza,2021,3,105998,diesel,manual,600,high,"brake pedal vibration, noise when braking",2,Brake pad degradation,Replace brake pads,1180,2164
